n_events,n_matches,events_per_match_mean,missing_location_pct,missing_player_pct,missing_team_pct,x_min,x_max,y_min,y_max,top_event_types,top_play_patterns
2576410,740,3481.635135135135,0.8247134578735528,0.4836963061003489,0.0,0.1,120.5,0.1,80.5,"{'Pass': 712538, 'Ball Receipt*': 657692, 'Carry': 568485, 'Pressure': 238141, 'Ball Recovery': 84013, 'Duel': 49782, 'Clearance': 35146, 'Block': 30185, 'Dribble': 24704, 'Goal Keeper': 23213}","{'Regular Play': 1146354, 'From Throw In': 665493, 'From Free Kick': 296681, 'From Goal Kick': 199201, 'From Corner': 92642, 'From Kick Off': 71978, 'From Keeper': 68542, 'From Counter': 21904, 'Other': 13615}"
