model_id,score_auc,score_avg_precision,score_brier,score_log_loss,score_pos_rate_pct,concede_auc,concede_avg_precision,concede_brier,concede_log_loss,concede_pos_rate_pct,n_eval_rows
model_A,0.8251576961468312,0.29092271054963686,0.012890271588113435,0.06283732529570935,1.5965762526381613,0.8372216853092199,0.1714378795009944,0.003029132505449521,0.018204304572392728,0.3419838974439146,51172
model_B,0.8268860369224285,0.2928779406641662,0.012893428632774297,0.0625848688331815,1.5965762526381613,0.8646194313951241,0.17780077097327315,0.0030415979708859594,0.0177517843693131,0.3419838974439146,51172
model_C,0.8227638479160262,0.2879678311261674,0.012865432949572814,0.06294265408117074,1.5965762526381613,0.8493115841548102,0.15622010194836816,0.003062603968899832,0.018184393049031605,0.3419838974439146,51172
model_ES,0.8232058018424147,0.2924338990511853,0.012843585738240045,0.06270884622249352,1.5965762526381613,0.8397670451203012,0.16689899165301214,0.0030656767961166945,0.018286883578102122,0.3419838974439146,51172
