model_id,score_auc,score_avg_precision,score_brier,score_log_loss,score_pos_rate_pct,concede_auc,concede_avg_precision,concede_brier,concede_log_loss,concede_pos_rate_pct,n_eval_rows
model_A,0.8197251629441011,0.2774685805731315,0.012361319130211414,0.06086078828485818,1.5156534702666888,0.837416584636979,0.19344624886123013,0.0031423504579299656,0.018815909310256625,0.3594500579758158,60370
model_B,0.8217098296778618,0.2758006797568171,0.012366498478917236,0.06078727075773012,1.5156534702666888,0.8578113904780905,0.19438068743818823,0.003156856345456439,0.01854281776151813,0.3594500579758158,60370
model_C,0.8234658283591639,0.2908545488611412,0.012881123146201027,0.06279241185962356,1.5965762526381613,0.8511216065931049,0.18364981674863773,0.003041648111075237,0.01826976372546038,0.3419838974439146,51172
