measure,spearman_with_delta,spearman_with_density_5m,mean,sd
visible_area_frac,-0.010627348428249606,-0.1509009498221836,0.2581898712108738,0.07993611397116013
actor_dist_to_boundary_m,0.0037372303685877855,0.21969390038385195,7.74229738527538,4.076902033860726
n_visible_players,0.020243897971111202,0.24450128295397255,14.643261940123505,3.2403258611809442
