variant,n_train_matches,n_train_rows,n_eval_rows,n_features,seed,learner,score_auc,score_ap,score_logloss,concede_auc,concede_ap,concede_logloss
PS-VAEP (observed 360),295,459240,51172,271,42,lightgbm,0.8230742511521928,0.2949903974867253,0.06264452025271809,0.8531233489925177,0.15859739798701245,0.018339990468248676
Pseudo-Space VAEP (predicted),295,459240,51172,271,42,lightgbm,0.8218594369207513,0.29048923251065417,0.06285146684755706,0.8580616226724821,0.16046125389621113,0.01836126232444067
