seed,phase_effect
42,0.006773171531098354
43,0.0004449001201750624
44,-0.004864599878424136
45,0.0014328013692682662
46,0.021220015743223075
47,-0.002806551645895161
48,0.008128713453732561
49,0.007320038433633269
50,0.014200667266141664
51,0.007145854518053052
